Id,Genre,Formatted Genre
tt0100502,"['Action', 'Sci-Fi']","action, scifi"
tt0100994,['Western'],western
tt0099700,"['Comedy', 'Fantasy', 'Horror']","comedy, fantasy, horror"
tt0100507,"['Drama', 'Sport']","drama, sport"
tt0099892,"['Comedy', 'Romance']","comedy, romance"
tt0100395,"['Comedy', 'Drama']","comedy, drama"
tt0100140,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0099365,"['Action', 'Crime', 'Fantasy']","action, crime, fantasy"
tt0099005,"['Action', 'Comedy']","action, comedy"
tt0100403,"['Action', 'Horror', 'Sci-Fi']","action, horror, scifi"
tt0099699,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0100318,['Thriller'],thriller
tt0099253,"['Fantasy', 'Horror']","fantasy, horror"
tt0100477,"['Animation', 'Adventure', 'Crime']","animation, adventure, crime"
tt0099850,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0099204,"['Comedy', 'Crime']","comedy, crime"
tt0100133,"['Action', 'Drama', 'War']","action, drama, war"
tt0099800,"['Comedy', 'Music', 'Romance']","comedy, music, romance"
tt0099871,"['Drama', 'Horror', 'Mystery']","drama, horror, mystery"
tt0099528,"['Drama', 'Horror', 'Mystery']","drama, horror, mystery"
tt0100232,"['Action', 'Adventure', 'Thriller']","action, adventure, thriller"
tt0099512,"['Comedy', 'Crime', 'Family']","comedy, crime, family"
tt0099654,"['Comedy', 'Family', 'Fantasy']","comedy, family, fantasy"
tt0100212,"['Comedy', 'Crime']","comedy, crime"
tt0100530,"['Drama', 'Romance', 'Thriller']","drama, romance, thriller"
tt0099578,"['Crime', 'Horror', 'Thriller']","crime, horror, thriller"
tt0099615,"['Comedy', 'Crime']","comedy, crime"
tt0098987,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0102744,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0100087,['Comedy'],comedy
tt0099878,"['Animation', 'Comedy', 'Family']","animation, comedy, family"
tt0100691,['Drama'],drama
tt0103035,['Comedy'],comedy
tt0099128,"['Comedy', 'Romance']","comedy, romance"
tt0100611,['Comedy'],comedy
tt0103251,"['Drama', 'Romance']","drama, romance"
tt0099385,"['Action', 'Crime', 'Mystery']","action, crime, mystery"
tt0100814,"['Comedy', 'Horror', 'Sci-Fi']","comedy, horror, scifi"
tt0100740,"['Comedy', 'Horror', 'Thriller']","comedy, horror, thriller"
tt0100135,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0099819,"['Comedy', 'Crime']","comedy, crime"
tt0100168,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0099073,['Drama'],drama
tt0099165,"['Comedy', 'Drama']","comedy, drama"
tt0100485,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0100486,"['Biography', 'Drama', 'Mystery']",documentary
tt0100201,"['Comedy', 'Fantasy', 'Romance']","comedy, fantasy, romance"
tt0100666,"['Adventure', 'Comedy', 'Sci-Fi']","adventure, comedy, scifi"
tt0100449,"['Comedy', 'Crime']","comedy, crime"
tt0099575,"['Action', 'Adventure']","action, adventure"
tt0100935,"['Comedy', 'Crime', 'Thriller']","comedy, crime, thriller"
tt0099703,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0099316,['Comedy'],comedy
tt0099091,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0099697,['Horror'],horror
tt0099762,"['Biography', 'Drama']",documentary
tt0100436,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0100301,['Comedy'],comedy
tt0100442,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0100280,"['Comedy', 'Crime']","comedy, crime"
tt0100224,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0100944,"['Adventure', 'Comedy', 'Fantasy']","adventure, comedy, fantasy"
tt0100828,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0100143,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0099747,"['Drama', 'Romance', 'War']","drama, romance, war"
tt0100260,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0100631,"['Action', 'Comedy']","action, comedy"
tt0099329,"['Comedy', 'Musical', 'Romance']",music
tt0099623,"['Comedy', 'Romance']","comedy, romance"
tt0096657,"['Comedy', 'Family']","comedy, family"
tt0099012,"['Comedy', 'Fantasy', 'Romance']","comedy, fantasy, romance"
tt0099018,"['Comedy', 'Drama']","comedy, drama"
tt0099581,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0100134,['Drama'],drama
tt0100258,['Horror'],horror
tt0099334,"['Biography', 'Comedy', 'Drama']",documentary
tt0100680,"['Drama', 'Romance']","drama, romance"
tt0099740,"['Action', 'Sci-Fi', 'Thriller']","action, scifi, thriller"
tt0100053,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0100150,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0099731,"['Drama', 'Romance', 'Sci-Fi']","drama, romance, scifi"
tt0100046,"['Drama', 'History']","drama, history"
tt0099691,"['Drama', 'Music', 'Musical']",music
tt0099969,['Drama'],drama
tt0101578,"['Biography', 'Drama', 'History']",documentary
tt0099750,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0100196,"['Adventure', 'Drama', 'History']","adventure, drama, history"
tt0100604,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0100911,"['Comedy', 'Drama']","comedy, drama"
tt0100602,"['Comedy', 'Crime', 'Thriller']","comedy, crime, thriller"
tt0100142,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0098994,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0099939,"['Crime', 'Thriller']","crime, thriller"
tt0099164,"['Drama', 'Thriller']","drama, thriller"
tt0099460,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0100928,"['Adventure', 'Drama']","adventure, drama"
tt0100557,"['Comedy', 'Drama', 'History']","comedy, drama, history"
tt0103069,['Drama'],drama
tt0099395,['Horror'],horror
tt0099480,"['Comedy', 'Drama']","comedy, drama"
tt0100594,"['Adventure', 'Drama']","adventure, drama"
tt0099951,"['Biography', 'Crime', 'Drama']",documentary
tt0100685,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0099595,"['Drama', 'Romance']","drama, romance"
tt0100822,"['Comedy', 'Romance']","comedy, romance"
tt0100281,"['Animation', 'Adventure', 'Family']","animation, adventure, family"
tt0102750,"['Thriller', 'Crime', 'Horror']","thriller, crime, horror"
tt0099173,"['Horror', 'Mystery', 'Sci-Fi']","horror, mystery, scifi"
tt0097884,"['Comedy', 'Romance']","comedy, romance"
tt0099743,"['Horror', 'Romance', 'Thriller']","horror, romance, thriller"
tt0099991,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0100707,"['Action', 'Drama', 'Thriller']","action, drama, thriller"
tt0099327,"['Action', 'Adventure', 'Thriller']","action, adventure, thriller"
tt0099566,"['Drama', 'Thriller']","drama, thriller"
tt0100065,"['Comedy', 'Romance', 'Thriller']","comedy, romance, thriller"
tt0097115,"['Family', 'Adventure', 'Drama']","family, adventure, drama"
tt0100475,"['Comedy', 'Fantasy', 'Horror']","comedy, fantasy, horror"
tt0099342,['Comedy'],comedy
tt0099520,"['Drama', 'Mystery', 'Thriller']","drama, mystery, thriller"
tt0099606,"['Drama', 'Thriller']","drama, thriller"
tt0099797,"['Crime', 'Drama', 'Romance']","crime, drama, romance"
tt0100879,['Drama'],drama
tt0100946,"['Comedy', 'Musical']",music
tt0099768,"['Drama', 'Thriller']","drama, thriller"
tt0099305,['Comedy'],comedy
tt0099291,"['Drama', 'History', 'Romance']","drama, history, romance"
tt0099039,"['Action', 'Drama']","action, drama"
tt0100899,['Comedy'],comedy
tt0099200,['Drama'],drama
tt0102315,"['Documentary', 'Music']","documentary, music"
tt0102315,"['Documentary', 'Music']","documentary, music"
tt0099310,"['Comedy', 'Drama']","comedy, drama"
tt0100480,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0100708,['Comedy'],comedy
tt0099612,"['Drama', 'Horror', 'Sci-Fi']","drama, horror, scifi"
tt0099611,"['Comedy', 'Horror', 'Sci-Fi']","comedy, horror, scifi"
tt0100100,"['Comedy', 'War']","comedy, war"
tt0100606,"['Drama', 'Thriller']","drama, thriller"
tt0099250,"['Crime', 'Drama', 'Romance']","crime, drama, romance"
tt0100931,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0099594,['Drama'],drama
tt0100670,"['Comedy', 'Sci-Fi']","comedy, scifi"
tt0098375,"['Horror', 'Sci-Fi', 'Thriller']","horror, scifi, thriller"
tt0103064,"['Action', 'Sci-Fi']","action, scifi"
tt0102798,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0101414,"['Animation', 'Family', 'Fantasy']","animation, family, fantasy"
tt0102926,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0101587,['Comedy'],comedy
tt0102057,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0101272,"['Comedy', 'Fantasy']","comedy, fantasy"
tt0102945,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0101862,['Comedy'],comedy
tt0101921,['Drama'],drama
tt0101540,"['Crime', 'Thriller']","crime, thriller"
tt0103060,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0101393,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0102975,"['Action', 'Adventure', 'Sci-Fi']","action, adventure, scifi"
tt0102713,['Drama'],drama
tt0102138,"['Drama', 'History', 'Thriller']","drama, history, thriller"
tt0102059,"['Action', 'Comedy']","action, comedy"
tt0103241,['Comedy'],comedy
tt0102266,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0102492,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0101507,"['Crime', 'Drama']","crime, drama"
tt0101745,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0101516,"['Biography', 'Crime', 'Drama']",documentary
tt0102526,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0102803,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0102685,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0102768,['Drama'],drama
tt0101889,"['Comedy', 'Drama']","comedy, drama"
tt0101746,['Drama'],drama
tt0101669,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0102951,"['Comedy', 'Romance']","comedy, romance"
tt0101917,"['Comedy', 'Horror', 'Thriller']","comedy, horror, thriller"
tt0103247,"['Adventure', 'Drama']","adventure, drama"
tt0101761,"['Biography', 'Drama', 'Music']",documentary
tt0102216,"['Comedy', 'Romance']","comedy, romance"
tt0101635,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0101787,"['Drama', 'Romance']","drama, romance"
tt0101969,"['Crime', 'Drama']","crime, drama"
tt0102175,"['Drama', 'Romance']","drama, romance"
tt0101764,"['Action', 'Crime']","action, crime"
tt0102250,"['Comedy', 'Drama', 'Fantasy']","comedy, drama, fantasy"
tt0101694,['Thriller'],thriller
tt0102517,"['Comedy', 'Sport']","comedy, sport"
tt0102004,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0102609,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0101757,['Comedy'],comedy
tt0102719,"['Comedy', 'Family']","comedy, family"
tt0102316,['Drama'],drama
tt0101590,"['Drama', 'Thriller']","drama, thriller"
tt0105121,"['Comedy', 'Horror', 'Mystery']","comedy, horror, mystery"
tt0102603,"['Comedy', 'Crime']","comedy, crime"
tt0102729,"['Comedy', 'Crime', 'Mystery']","comedy, crime, mystery"
tt0101329,"['Animation', 'Adventure', 'Family']","animation, adventure, family"
tt0102598,"['Comedy', 'Romance']","comedy, romance"
tt0102789,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0102460,"['Crime', 'Drama']","crime, drama"
tt0102065,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0102469,"['Mystery', 'Thriller']","mystery, thriller"
tt0101902,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0102070,"['Action', 'Adventure', 'Comedy']","action, adventure, comedy"
tt0101698,"['Comedy', 'Drama', 'Fantasy']","comedy, drama, fantasy"
tt0101453,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0103016,"['Comedy', 'Fantasy']","comedy, fantasy"
tt0102220,"['Crime', 'Mystery', 'Thriller']","crime, mystery, thriller"
tt0103112,"['Action', 'Drama', 'Thriller']","action, drama, thriller"
tt0102370,"['Documentary', 'Music']","documentary, music"
tt0103956,"['Fantasy', 'Horror', 'Thriller']","fantasy, horror, thriller"
tt0101605,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0102590,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0101301,"['Comedy', 'Family', 'Romance']","comedy, family, romance"
tt0102555,"['Drama', 'Thriller']","drama, thriller"
tt0099587,"['Action', 'Drama', 'Thriller']","action, drama, thriller"
tt0101821,"['Comedy', 'Family', 'Fantasy']","comedy, family, fantasy"
tt0102655,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0101775,"['Comedy', 'Drama', 'Fantasy']","comedy, drama, fantasy"
tt0102411,"['Comedy', 'Music', 'Romance']","comedy, music, romance"
tt0102900,"['Crime', 'Mystery', 'Thriller']","crime, mystery, thriller"
tt0101545,"['Comedy', 'Romance']","comedy, romance"
tt0102593,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0103184,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0103007,['Comedy'],comedy
tt0102749,"['Comedy', 'Crime']","comedy, crime"
tt0102011,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0101523,"['Comedy', 'Fantasy']","comedy, fantasy"
tt0102849,['Comedy'],comedy
tt0101984,['Drama'],drama
tt0101492,"['Horror', 'Thriller']","horror, thriller"
tt0102984,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0102279,"['Drama', 'Sci-Fi']","drama, scifi"
tt0101891,"['Drama', 'Music']","drama, music"
tt0101455,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0102558,['Comedy'],comedy
tt0101465,"['Adventure', 'Drama', 'History']","adventure, drama, history"
tt0102095,"['Action', 'Comedy']","action, comedy"
tt0102996,"['Comedy', 'Romance']","comedy, romance"
tt0102005,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0103262,"['Drama', 'Family', 'Romance']","drama, family, romance"
tt0102820,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0103003,"['Action', 'Comedy', 'Sci-Fi']","action, comedy, scifi"
tt0099397,"['Mystery', 'Thriller']","mystery, thriller"
tt0102494,['Drama'],drama
tt0102753,['Drama'],drama
tt0102500,"['Comedy', 'Crime', 'Romance']","comedy, crime, romance"
tt0101410,"['Comedy', 'Drama', 'Mystery']","comedy, drama, mystery"
tt0102322,"['Comedy', 'Drama']","comedy, drama"
tt0101831,"['Action', 'Sci-Fi', 'Thriller']","action, scifi, thriller"
tt0102573,"['Crime', 'Comedy', 'Drama']","crime, comedy, drama"
tt0103128,['Comedy'],comedy
tt0102045,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0101786,"['Comedy', 'Drama']","comedy, drama"
tt0102818,"['Action', 'Drama', 'Thriller']","action, drama, thriller"
tt0102014,"['Comedy', 'Drama', 'Music']","comedy, drama, music"
tt0102690,"['Comedy', 'Horror']","comedy, horror"
tt0102303,['Comedy'],comedy
tt0102103,"['Biography', 'Comedy', 'Music']",documentary
tt0102493,"['Drama', 'Western']","drama, western"
tt0102913,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0102048,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0101356,"['Comedy', 'Crime']","comedy, crime"
tt0102388,"['Drama', 'Romance']","drama, romance"
tt0102782,"['Adventure', 'Drama', 'Romance']","adventure, drama, romance"
tt0102989,"['Crime', 'Drama']","crime, drama"
tt0102511,['Drama'],drama
tt0101252,"['Comedy', 'Drama']","comedy, drama"
tt0101765,"['Drama', 'Fantasy', 'Music']","drama, fantasy, music"
tt0102722,"['Fantasy', 'Drama']","fantasy, drama"
tt0103030,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0101606,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0101373,"['Drama', 'Romance']","drama, romance"
tt0101588,"['Crime', 'Drama']","crime, drama"
tt0102015,['Documentary'],documentary
tt0102757,"['Drama', 'Mystery']","drama, mystery"
tt0102202,"['Action', 'Sport']","action, sport"
tt0102943,"['Comedy', 'Drama']","comedy, drama"
tt0101615,"['Comedy', 'Music', 'Romance']","comedy, music, romance"
tt0103303,"['Action', 'Romance', 'Thriller']","action, romance, thriller"
tt0102181,"['Comedy', 'Drama', 'Mystery']","comedy, drama, mystery"
tt0103253,['Drama'],drama
tt0102428,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105526,"['Action', 'Thriller']","action, thriller"
tt0101412,"['Fantasy', 'Action', 'Adventure']","fantasy, action, adventure"
tt0101458,"['Action', 'Drama', 'Sci-Fi']","action, drama, scifi"
tt0102687,"['Drama', 'Horror', 'Sci-Fi']","drama, horror, scifi"
tt0100774,"['Romance', 'Western']","romance, western"
tt0101726,"['Comedy', 'Documentary']","comedy, documentary"
tt0102741,"['Comedy', 'Drama']","comedy, drama"
tt0100488,['Drama'],drama
tt0101998,"['Comedy', 'Drama']","comedy, drama"
tt0101991,['Drama'],drama
tt0102422,"['Action', 'Drama', 'War']","action, drama, war"
tt0103125,['Drama'],drama
tt0101428,['Drama'],drama
tt0101748,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0103015,['Comedy'],comedy
tt0103036,"['Drama', 'Sport']","drama, sport"
tt0101597,"['Drama', 'Thriller']","drama, thriller"
tt0103143,['Drama'],drama
tt0102979,"['Comedy', 'Drama', 'Musical']",music
tt0103312,"['Drama', 'Music']","drama, music"
tt0102116,['Drama'],drama
tt0101404,"['Comedy', 'Drama', 'Mystery']","comedy, drama, mystery"
tt0101595,"['Drama', 'Romance']","drama, romance"
tt0102299,"['Mystery', 'Thriller']","mystery, thriller"
tt0103838,['Drama'],drama
tt0102288,"['Crime', 'Drama', 'History']","crime, drama, history"
tt0101629,"['Drama', 'Romance']","drama, romance"
tt0101660,['Comedy'],comedy
tt0099300,['Drama'],drama
tt0101478,"['Comedy', 'Crime']","comedy, crime"
tt0101695,['Drama'],drama
tt0102860,"['Horror', 'Thriller']","horror, thriller"
tt0103639,"['Animation', 'Adventure', 'Comedy']","animation, adventure, comedy"
tt0104431,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0103776,['Action'],action
tt0104714,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0104257,"['Drama', 'Thriller']","drama, thriller"
tt0105417,"['Comedy', 'Crime', 'Music']","comedy, crime, music"
tt0103855,"['Action', 'Drama', 'Music']","action, drama, music"
tt0105793,"['Comedy', 'Music']","comedy, music"
tt0103772,"['Drama', 'Mystery', 'Thriller']","drama, mystery, thriller"
tt0104694,"['Comedy', 'Drama', 'Sport']","comedy, drama, sport"
tt0105695,['Western'],western
tt0104389,"['Drama', 'Thriller']","drama, thriller"
tt0105690,"['Action', 'Thriller']","action, thriller"
tt0105112,"['Action', 'Thriller']","action, thriller"
tt0103874,"['Fantasy', 'Horror', 'Romance']","fantasy, horror, romance"
tt0105812,"['Comedy', 'Drama', 'Sport']","comedy, drama, sport"
tt0104691,"['Action', 'Adventure', 'Drama']","action, adventure, drama"
tt0103859,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105323,['Drama'],drama
tt0104036,"['Crime', 'Drama', 'Romance']","crime, drama, romance"
tt0104231,"['Adventure', 'Drama', 'Romance']","adventure, drama, romance"
tt0104437,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0104452,"['Comedy', 'Romance']","comedy, romance"
tt0104070,"['Comedy', 'Fantasy']","comedy, fantasy"
tt0105699,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0103786,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0104291,"['Drama', 'Romance', 'Sci-Fi']","drama, romance, scifi"
tt0104952,"['Comedy', 'Crime']","comedy, crime"
tt0105435,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0104868,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0104797,"['Biography', 'Drama', 'History']",documentary
tt0105414,"['Drama', 'Thriller']","drama, thriller"
tt0104114,"['Comedy', 'Crime']","comedy, crime"
tt0104839,"['Adventure', 'Drama', 'Romance']","adventure, drama, romance"
tt0105104,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0105265,['Drama'],drama
tt0104187,['Comedy'],comedy
tt0104897,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0105698,"['Action', 'Sci-Fi', 'Thriller']","action, scifi, thriller"
tt0104438,"['Comedy', 'Romance', 'Thriller']","comedy, romance, thriller"
tt0104692,"['Horror', 'Sci-Fi']","horror, scifi"
tt0105428,['Horror'],horror
tt0103596,"['Action', 'Comedy', 'Family']","action, comedy, family"
tt0104265,"['Drama', 'Thriller']","drama, thriller"
tt0105477,"['Action', 'Comedy', 'Romance']","action, comedy, romance"
tt0104940,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0104454,"['Drama', 'Romance']","drama, romance"
tt0103919,"['Drama', 'Fantasy', 'Horror']","drama, fantasy, horror"
tt0104040,"['Drama', 'Romance', 'Sport']","drama, romance, sport"
tt0104254,"['Animation', 'Adventure', 'Family']","animation, adventure, family"
tt0104427,"['Biography', 'Crime', 'Drama']",documentary
tt0104695,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105629,"['Comedy', 'Drama', 'Family']","comedy, drama, family"
tt0105585,"['Crime', 'Mystery', 'Thriller']","crime, mystery, thriller"
tt0103924,"['Adventure', 'Comedy']","adventure, comedy"
tt0105151,"['Comedy', 'Drama']","comedy, drama"
tt0105391,"['Drama', 'Romance', 'Thriller']","drama, romance, thriller"
tt0104006,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0105217,"['Crime', 'Drama', 'Thriller']","crime, drama, thriller"
tt0105481,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0104647,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0104926,"['Comedy', 'Romance', 'Sport']","comedy, romance, sport"
tt0104573,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0105165,"['Comedy', 'Fantasy', 'Romance']","comedy, fantasy, romance"
tt0104412,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105415,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105706,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0103747,"['Biography', 'Drama', 'Sport']",documentary
tt0104299,"['Action', 'Crime', 'Sci-Fi']","action, crime, scifi"
tt0105128,"['Action', 'Fantasy', 'Horror']","action, fantasy, horror"
tt0104073,"['Action', 'Crime', 'Thriller']","action, crime, thriller"
tt0103893,"['Action', 'Comedy', 'Fantasy']","action, comedy, fantasy"
tt0105191,"['Drama', 'Music', 'Romance']","drama, music, romance"
tt0104670,"['Comedy', 'Sport']","comedy, sport"
tt0105327,['Drama'],drama
tt0103976,['Drama'],drama
tt0104850,"['Comedy', 'Romance', 'Sci-Fi']","comedy, romance, scifi"
tt0105219,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0104009,"['Animation', 'Comedy', 'Fantasy']","animation, comedy, fantasy"
tt0104928,"['Comedy', 'Drama']","comedy, drama"
tt0103978,['Comedy'],comedy
tt0105636,"['Action', 'Thriller']","action, thriller"
tt0103671,"['Biography', 'Crime', 'Drama']",documentary
tt0104409,['Horror'],horror
tt0105483,"['Crime', 'Drama', 'Romance']","crime, drama, romance"
tt0104549,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0105811,"['Drama', 'Mystery', 'Thriller']","drama, mystery, thriller"
tt0105466,"['Comedy', 'Fantasy']","comedy, fantasy"
tt0104348,['Drama'],drama
tt0104466,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0103939,"['Biography', 'Comedy', 'Drama']",documentary
tt0105813,"['Action', 'Crime', 'Drama']","action, crime, drama"
tt0101625,"['Comedy', 'Crime', 'Mystery']","comedy, crime, mystery"
tt0103783,"['Animation', 'Comedy', 'Fantasy']","animation, comedy, fantasy"
tt0104139,"['Comedy', 'Drama', 'Horror']","comedy, drama, horror"
tt0103962,"['Adventure', 'Biography', 'Drama']",documentary
tt0104237,"['Drama', 'Romance']","drama, romance"
tt0105316,"['Drama', 'Musical']",music
tt0103594,"['Adventure', 'Biography', 'Drama']",documentary
tt0104802,"['Drama', 'Music']","drama, music"
tt0101371,"['Drama', 'Comedy']","drama, comedy"
tt0105001,"['Comedy', 'Crime', 'Drama']","comedy, crime, drama"
tt0104283,"['Comedy', 'Drama']","comedy, drama"
tt0104507,"['Drama', 'Romance']","drama, romance"
tt0105824,"['Action', 'Drama', 'Sport']","action, drama, sport"
tt0105046,['Drama'],drama
tt0105459,"['Action', 'Crime', 'Horror']","action, crime, horror"
tt0104511,"['Action', 'Comedy', 'Crime']","action, comedy, crime"
tt0105150,"['Drama', 'Romance']","drama, romance"
tt0101316,"['Biography', 'Drama', 'Romance']",documentary
tt0104107,"['Drama', 'Sport']","drama, sport"
tt0105107,['Drama'],drama
tt0105211,['Drama'],drama
tt0103850,['Comedy'],comedy
tt0105665,"['Drama', 'Horror', 'Mystery']","drama, horror, mystery"
tt0104804,"['Comedy', 'Romance']","comedy, romance"
tt0105130,"['Comedy', 'Drama', 'Romance']","comedy, drama, romance"
tt0105103,['Comedy'],comedy
tt0104376,"['Comedy', 'Mystery']","comedy, mystery"
tt0105631,"['Crime', 'Drama', 'Mystery']","crime, drama, mystery"
tt0103827,['Comedy'],comedy
tt0105187,"['Crime', 'Drama', 'Romance']","crime, drama, romance"
tt0104027,"['Crime', 'Drama']","crime, drama"
tt0105577,['Drama'],drama
tt0105236,"['Crime', 'Thriller']","crime, thriller"
tt0105159,['Drama'],drama
tt0104990,"['Drama', 'Family', 'History']","drama, family, history"
tt0105871,"['Action', 'Adventure', 'Romance']","action, adventure, romance"
tt0103617,"['Action', 'Drama']","action, drama"
tt0102340,"['Romance', 'Thriller']","romance, thriller"
tt0105017,['Comedy'],comedy
tt0104905,"['Adventure', 'Comedy', 'Family']","adventure, comedy, family"
tt0103759,"['Crime', 'Drama']","crime, drama"
tt0105156,"['Drama', 'Thriller']","drama, thriller"
tt0105789,['Drama'],drama
tt0105078,['Comedy'],comedy
tt0105885,"['Drama', 'Romance']","drama, romance"
tt0102592,"['Crime', 'Drama']","crime, drama"
tt0102443,"['Drama', 'War']","drama, war"
tt0104697,"['Comedy', 'Drama']","comedy, drama"
tt0113726,"['Animation', 'Short', 'Sci-Fi']","animation, scifi"
tt0105450,"['Crime', 'Drama']","crime, drama"
tt0104321,"['Drama', 'Romance']","drama, romance"
tt0103888,"['Documentary', 'Crime', 'Mystery']","documentary, crime, mystery"
tt0104350,"['Biography', 'Drama', 'Romance']",documentary
tt0104298,"['Animation', 'Adventure', 'Fantasy']","animation, adventure, fantasy"
tt0104892,"['Comedy', 'Drama']","comedy, drama"
tt0105790,"['Drama', 'Mystery']","drama, mystery"
tt0102307,"['Crime', 'Drama']","crime, drama"
tt0105291,"['Crime', 'Drama']","crime, drama"
tt0103872,['Comedy'],comedy
tt0103141,"['Drama', 'Thriller']","drama, thriller"
tt0102343,"['Comedy', 'Fantasy', 'Romance']","comedy, fantasy, romance"
tt0104745,"['Comedy', 'Drama']","comedy, drama"
